x_data|y_data
eth about the impending Trump era. By his group’s calculations, |th about the impending Trump era. By his group’s calculations, $
$80 billion of wind industry investment is in the pipeline for t|80 billion of wind industry investment is in the pipeline for th
he United States over the next few years. “We are creating jobs |e United States over the next few years. “We are creating jobs t
throughout America, jobs, and we think Trump will want that to c|hroughout America, jobs, and we think Trump will want that to co
ontinue,” he said. If Mr. Trump really wanted to roll back the c|ntinue,” he said. If Mr. Trump really wanted to roll back the cl
lock, he could try to get Congress to override all the state man|ock, he could try to get Congress to override all the state mand
dates, a gross violation of the supposed conservative commitment|ates, a gross violation of the supposed conservative commitment 
 to federalism. But it would be a titanic fight, some Republican|to federalism. But it would be a titanic fight, some Republican 
 senators would defect on principle, and Mr. Trump would almost |senators would defect on principle, and Mr. Trump would almost c
certainly lose. So if the damage Mr. Trump can do domestically i|ertainly lose. So if the damage Mr. Trump can do domestically is
s limited by circumstance, what about the international effort a| limited by circumstance, what about the international effort ag
gainst global warming? That is the prospect that has David G. Vi|ainst global warming? That is the prospect that has David G. Vic
ctor most worried. Dr. Victor, a professor at the University of |tor most worried. Dr. Victor, a professor at the University of C
California at San Diego, is one of the closest observers of glob|alifornia at San Diego, is one of the closest observers of globa
al climate politics. While the nations of the world agreed a yea|l climate politics. While the nations of the world agreed a year
r ago to a landmark deal to tackle global warming, that consensu| ago to a landmark deal to tackle global warming, that consensus
s is fragile, he pointed out. The Paris Agreement is really an o| is fragile, he pointed out. The Paris Agreement is really an ou
utline more promise than reality. Mr. Trump has vowed to withdra|tline more promise than reality. Mr. Trump has vowed to withdraw
w. Right now, other countries are saying they will go forward ev|. Right now, other countries are saying they will go forward eve
en if he does so, but it is not hard to imagine the thing unrave|n if he does so, but it is not hard to imagine the thing unravel
ling. As part of the negotiations, the Obama administration prom|ing. As part of the negotiations, the Obama administration promi
ised billions of dollars from American taxpayers to help poor co|sed billions of dollars from American taxpayers to help poor cou
untries adjust to the devastation of global warming. “That’s a b|ntries adjust to the devastation of global warming. “That’s a bi
ig part of the glue that held the Paris deal together,” Dr. Vict|g part of the glue that held the Paris deal together,” Dr. Victo
or pointed out. Mr. Trump is considered likely to abandon that p|r pointed out. Mr. Trump is considered likely to abandon that pl
ledge. Perhaps the biggest threat to the climate agenda posed by|edge. Perhaps the biggest threat to the climate agenda posed by 
 the incoming administration is not anything that Mr. Trump migh|the incoming administration is not anything that Mr. Trump might
t do, but rather what he will not do. While the energy transitio| do, but rather what he will not do. While the energy transition
n is real, it is still in its earliest stages. Iowa may soon get| is real, it is still in its earliest stages. Iowa may soon get 
 40 percent of its power from wind, but for the United States as|40 percent of its power from wind, but for the United States as 
 a whole, the figure is closer to 5 percent. The transition is s|a whole, the figure is closer to 5 percent. The transition is si
imply not happening fast enough. The pledges countries made in P|mply not happening fast enough. The pledges countries made in Pa
aris, even if kept, are not ambitious enough. To meet the climat|ris, even if kept, are not ambitious enough. To meet the climate
e goals embodied in the Paris Agreement, the world needed an Ame| goals embodied in the Paris Agreement, the world needed an Amer
rican president who would have pushed hard to accelerate the ene|ican president who would have pushed hard to accelerate the ener
rgy transition. You can debate whether Mrs. Clinton would have b|gy transition. You can debate whether Mrs. Clinton would have be
een that president, but it is certainly clear that Mr. Trump wil|en that president, but it is certainly clear that Mr. Trump will
l not be. So as Washington goes into reverse gear on climate pol| not be. So as Washington goes into reverse gear on climate poli
icy, seas will keep rising and heat waves will get worse. Later |cy, seas will keep rising and heat waves will get worse. Later t
this month, global monitoring agencies are expected to report th|his month, global monitoring agencies are expected to report tha
at 2016 was the hottest year in the historical record, beating o|t 2016 was the hottest year in the historical record, beating ou
ut 2015, which beat out 2014. If nothing else, the next four yea|t 2015, which beat out 2014. If nothing else, the next four year
rs may be a fascinating test of just how far politics can become|s may be a fascinating test of just how far politics can become 
 divorced from physical reality|divorced from physical reality.
THOMPSONS, Tex. — Can one of the most promising — and troubled —|HOMPSONS, Tex. — Can one of the most promising — and troubled — 
 technologies for fighting global warming survive during the adm|technologies for fighting global warming survive during the admi
inistration of Donald J. Trump? The technology, carbon capture, |nistration of Donald J. Trump? The technology, carbon capture, i
involves pulling carbon dioxide out of smokestacks and industria|nvolves pulling carbon dioxide out of smokestacks and industrial
l processes before the gas can make its way into the atmosphere.| processes before the gas can make its way into the atmosphere. 
 Mr. Trump’s denial of the overwhelming scientific evidence supp|Mr. Trump’s denial of the overwhelming scientific evidence suppo
orting climate change, a view shared by many of his cabinet nomi|rting climate change, a view shared by many of his cabinet nomin
nees, might appear to doom any such environmental initiatives. B|ees, might appear to doom any such environmental initiatives. Bu
ut the new Petra Nova plant about to start running here, about 3|t the new Petra Nova plant about to start running here, about 30
0 miles southwest of Houston, is a bright spot for the technolog| miles southwest of Houston, is a bright spot for the technology
y’s supporters. It is being completed essentially on time and wi|’s supporters. It is being completed essentially on time and wit
thin its budget, unlike many previous such projects. When it fir|hin its budget, unlike many previous such projects. When it fire
es up, the plant, which is attached to one of the power company |s up, the plant, which is attached to one of the power company N
NRG’s hulking units, will draw 90 percent of the CO2 from the em|RG’s hulking units, will draw 90 percent of the CO2 from the emi
